u_real,u_pred,MSE,Abs_Error
0.0,-0.16899255,0.028558481678687464,0.1689925491809845
0.0,-0.18447593,0.03403136821253927,0.18447592854499817
0.0,-0.21063606,0.04436755163022199,0.21063606441020966
0.0,-0.25180483,0.06340567172833289,0.25180482864379883
0.0,-0.3037695,0.09227590856128476,0.3037694990634918
0.0,-0.34654963,0.12009664616756766,0.3465496301651001
0.0,-0.36498934,0.1332172185365188,0.36498934030532837
0.0,-0.35844064,0.1284796906748511,0.358440637588501
0.0,-0.3385858,0.11464033987966005,0.3385857939720154
0.0,-0.3118414,0.09724505780443682,0.3118413984775543
0.0,-0.28146008,0.07921977470307784,0.28146007657051086
0.0,-0.2565818,0.0658342268121439,0.2565818130970001
0.0,-0.2423102,0.058714231163713215,0.24231019616127014
0.0,-0.22649856,0.051301597282220834,0.2264985591173172
0.0,-0.20397753,0.04160683080067784,0.2039775252342224
0.0,-0.19038899,0.0362479684380459,0.1903889924287796
0.0,-0.19139098,0.036630505812809355,0.1913909763097763
0.0,-0.20116858,0.04046879832087513,0.20116858184337616
0.0,-0.21284689,0.04530379862179168,0.21284689009189606
0.0,-0.22788616,0.05193209975357349,0.2278861552476883
0.0,-0.24182355,0.05847863128805386,0.24182355403900146
0.0,-0.24903435,0.06201810506428629,0.2490343451499939
0.0,-0.25271493,0.06386483683801103,0.25271493196487427
0.0,-0.25307608,0.0640475005004646,0.25307607650756836
0.0,-0.24972537,0.06236276122035722,0.2497253715991974
0.0,-0.24622504,0.06062677235745029,0.246225044131279
0.0,-0.23820722,0.056742680151401714,0.23820722103118896
0.0,-0.2297308,0.05277624037408146,0.22973079979419708
0.0,-0.2245297,0.0504135855045027,0.2245296984910965
0.0,-0.2121178,0.044993963654921254,0.21211780607700348
0.0,-0.19101761,0.036487728405504294,0.19101761281490326
0.0,-0.17199743,0.029583115218102307,0.17199742794036865
0.0,-0.16982894,0.028841867658331077,0.16982893645763397
0.0,-0.17892373,0.032013699755012226,0.17892372608184814
0.0,-0.19101067,0.036485075623611474,0.19101066887378693
0.0,-0.21352287,0.045592014462132235,0.21352286636829376
0.0,-0.2413799,0.05826425697693893,0.24137990176677704
0.0,-0.24956758,0.06228397858594392,0.24956758320331573
0.0,-0.24495906,0.060004939301311566,0.2449590563774109
0.0,-0.24030751,0.05774769931392498,0.2403075098991394
0.0,-0.22988719,0.052848118967890656,0.2298871874809265
0.0,-0.20290408,0.041170063807492774,0.20290407538414001
0.0,-0.16856466,0.02841404538888903,0.16856466233730316
0.0,-0.1429227,0.020426898018488515,0.14292269945144653
0.0,-0.11929703,0.014231780791305937,0.11929702758789062
0.0,-0.09395633,0.008827791745714964,0.09395632892847061
0.0,-0.081319764,0.006612904058729052,0.08131976425647736
0.0,-0.09638314,0.009289709578157224,0.09638313949108124
0.0,-0.13395351,0.01794354330076331,0.1339535117149353
0.0,-0.17821445,0.031760388659787475,0.1782144457101822
0.0,-0.21592487,0.04662355118950168,0.21592487394809723
0.0,-0.23460953,0.05504163127404227,0.23460952937602997
0.0,-0.23574214,0.05557435508002784,0.23574213683605194
0.0,-0.22762525,0.05181325480920407,0.22762525081634521
0.0,-0.21830562,0.047657342663002034,0.21830561757087708
0.0,-0.21654876,0.046893363623352835,0.21654875576496124
0.0,-0.22526003,0.050742083009375216,0.22526003420352936
0.0,-0.2338911,0.0547050465148482,0.233891099691391
0.0,-0.22682862,0.05145122277750347,0.22682861983776093
0.0,-0.20273438,0.04110122922342274,0.20273438096046448
0.0,-0.17489812,0.03058935160322651,0.17489811778068542
0.0,-0.15373534,0.023634554654709206,0.15373533964157104
0.0,-0.1479401,0.02188627296294854,0.14794009923934937
0.0,-0.15509555,0.024054628834989877,0.15509554743766785
0.0,-0.16363426,0.026776169582350073,0.16363425552845
0.0,-0.17275506,0.029844311647057253,0.17275506258010864
0.0,-0.18110976,0.0328007438021638,0.18110975623130798
0.0,-0.17941095,0.032188288746454186,0.17941094934940338
0.0,-0.17133303,0.029355007123138543,0.17133302986621857
0.0,-0.16898465,0.028555812464730934,0.16898465156555176
0.0,-0.18599373,0.03459366797943986,0.1859937310218811
0.0,-0.22381397,0.05009269133933203,0.2238139659166336
0.0,-0.26771528,0.07167146862233054,0.2677152752876282
0.0,-0.29969832,0.08981908481584444,0.2996983230113983
0.0,-0.3107128,0.09654245298952446,0.3107128143310547
0.0,-0.30349904,0.09211166909452473,0.3034990429878235
0.0,-0.28505167,0.08125445665108888,0.2850516736507416
0.0,-0.27223656,0.0741127423218737,0.27223655581474304
0.0,-0.27985463,0.07831861139330787,0.2798546254634857
0.0,-0.289217,0.08364647033522488,0.2892169952392578
0.0,-0.2794174,0.0780740809592686,0.27941739559173584
0.0,-0.25814527,0.0666389818337656,0.258145272731781
0.0,-0.23319682,0.0543807590916936,0.23319682478904724
0.0,-0.20101592,0.04040739987110076,0.2010159194469452
0.0,-0.16293043,0.026546324688187184,0.162930428981781
0.0,-0.13467178,0.01813648765145448,0.13467177748680115
0.0,-0.12936583,0.016735518389062953,0.12936583161354065
0.0,-0.13701938,0.018774310749641865,0.13701938092708588
0.0,-0.1396007,0.019488353815408033,0.1396006941795349
0.0,-0.12364115,0.01528713353058131,0.12364114820957184
0.0,-0.095947444,0.00920591209436239,0.09594744443893433
0.0,-0.07663472,0.005872880304549577,0.0766347199678421
0.0,-0.10085321,0.010171370406570956,0.10085321217775345
0.0,-0.124912836,0.015603216512021734,0.12491283565759659
0.0,-0.14164816,0.020064200786908737,0.14164815843105316
0.0,-0.1643825,0.027021607107331258,0.16438250243663788
0.0,-0.18678258,0.03488773353416996,0.1867825835943222
0.0,-0.18864416,0.03558661754011205,0.1886441558599472
0.0,-0.1744736,0.030441036608236383,0.1744735985994339
0.0,-0.1568093,0.02458915662427419,0.15680930018424988
0.0,-0.13905054,0.01933505359432175,0.13905054330825806
0.0,-0.12533408,0.015708632620633267,0.12533408403396606
0.0,-0.120094694,0.014422735574313672,0.12009469419717789
0.0,-0.11178849,0.012496666256023803,0.11178848892450333
0.0,-0.1067414,0.011393726169303342,0.10674139857292175
0.0,-0.11586465,0.013424616984064608,0.11586464941501617
0.0,-0.13166383,0.017335363890169653,0.13166382908821106
0.0,-0.15293398,0.02338880376641672,0.1529339849948883
0.0,-0.17600259,0.03097691233734512,0.1760025918483734
-2.1684043449710093e-19,-0.19277929,0.037163853764532684,0.1927792876958847
0.0,-0.19663899,0.03866689099928622,0.19663898646831512
0.0,-0.19172975,0.03676029864924235,0.19172975420951843
0.0,-0.18249619,0.03330485939046923,0.18249619007110596
0.0,-0.17889355,0.0320029026718347,0.1788935512304306
0.0,-0.18979113,0.03602067228245276,0.18979112803936005
-5.421010862427522e-20,-0.20719354,0.042929162415445754,0.2071935385465622
0.0,-0.21953146,0.048194062630690704,0.21953146159648895
0.0,-0.22056308,0.04864807397378801,0.22056308388710022
0.0,-0.2113628,0.04467423070508603,0.2113627940416336
0.0,-0.20400473,0.04161793180227935,0.20400473475456238
0.0,-0.207663,0.04312392141531873,0.20766299962997437
2.1684043449710093e-19,-0.21729721,0.04721807803415268,0.21729721128940582
0.0,-0.2284818,0.05220393264065226,0.22848179936408997
-2.1684043449710093e-19,-0.24055028,0.05786443702396582,0.24055027961730957
0.0,-0.24948525,0.062242892107008174,0.24948525428771973
0.0,-0.25322193,0.06412134536362046,0.25322192907333374
0.0,-0.25302988,0.0640241216443691,0.25302988290786743
0.0,-0.24735022,0.06118212931164635,0.24735021591186523
0.0,-0.23507114,0.055258439707872364,0.23507113754749298
0.0,-0.22319044,0.04981397327857828,0.22319044172763824
0.0,-0.22015014,0.04846608542245523,0.2201501429080963
0.0,-0.2273053,0.05166769626363532,0.22730529308319092
2.1684043449710093e-19,-0.22644994,0.05127957379897996,0.22644993662834167
0.0,-0.2082058,0.04334965691455417,0.20820580422878265
0.0,-0.19423091,0.03772564799830036,0.19423091411590576
0.0,-0.20054327,0.040217602947780984,0.20054326951503754
0.0,-0.22280791,0.049643366549333656,0.22280791401863098
0.0,-0.24776736,0.061388664194915954,0.2477673590183258
0.0,-0.26635522,0.07094510135843635,0.2663552165031433
0.0,-0.2737313,0.07492881983353428,0.2737312912940979
0.0,-0.26808184,0.07186787500362257,0.2680818438529968
0.0,-0.25015697,0.06257850905522222,0.250156968832016
0.0,-0.23328276,0.05442084601321029,0.23328275978565216
0.0,-0.2202511,0.04851054629142504,0.22025109827518463
0.0,-0.19963187,0.039852883437024644,0.19963186979293823
0.0,-0.18664211,0.03483527735506087,0.1866421103477478
0.0,-0.19305407,0.03726987205483945,0.19305406510829926
0.0,-0.20920311,0.043765940876003606,0.2092031091451645
0.0,-0.22397967,0.050166891152878756,0.2239796668291092
0.0,-0.23211694,0.05387827273813173,0.2321169376373291
0.0,-0.24822655,0.061616421714384195,0.24822655320167542
-1.3552527156068804e-20,-0.26366177,0.06951753002088257,0.26366177201271057
0.0,-0.2815032,0.0792440519091997,0.28150320053100586
0.0,-0.31024802,0.09625383224546624,0.3102480173110962
0.0,-0.32496735,0.10560378151416305,0.3249673545360565
0.0,-0.30252767,0.0915229887510236,0.30252766609191895
0.0,-0.26087746,0.06805704926196032,0.26087746024131775
0.0,-0.22930725,0.05258181453036159,0.22930724918842316
0.0,-0.21456784,0.04603935800489367,0.21456784009933472
0.0,-0.20841327,0.04343609240262314,0.2084132730960846
0.0,-0.20430784,0.04174169318897669,0.20430783927440643
6.776263578034403e-21,-0.20260154,0.04104738283869502,0.20260153710842133
0.0,-0.20378323,0.041527604418982955,0.20378322899341583
0.0,-0.20178513,0.04071723961286211,0.2017851322889328
0.0,-0.19021617,0.03618219085820962,0.19021616876125336
1.0842021724855044e-19,-0.17678067,0.031251405597232385,0.17678067088127136
0.0,-0.16408947,0.026925354526455614,0.16408947110176086
-5.421010862427522e-20,-0.16017963,0.025657513841921054,0.16017962992191315
0.0,-0.17501613,0.030630647502406738,0.1750161349773407
0.0,-0.19611642,0.03846164927046036,0.19611641764640808
0.0,-0.2058868,0.04238937281525268,0.20588679611682892
0.0,-0.20461024,0.04186535172044281,0.20461024343967438
0.0,-0.19782165,0.039133403993617755,0.19782164692878723
0.0,-0.18414038,0.03390768109230535,0.1841403841972351
0.0,-0.16527781,0.027316754116321285,0.16527780890464783
0.0,-0.14867017,0.022102818475787878,0.14867016673088074
-2.1684043449710093e-19,-0.14629424,0.021402003540416104,0.1462942361831665
0.0,-0.15739773,0.024774046082385093,0.15739773213863373
0.0,-0.16939467,0.028694554873855083,0.16939467191696167
0.0,-0.18133302,0.03288166426180994,0.1813330203294754
0.0,-0.19422255,0.03772240070155086,0.194222554564476
0.0,-0.21324423,0.04547310143856098,0.21324422955513
0.0,-0.24048129,0.05783124951307972,0.24048128724098206
0.0,-0.26944402,0.07260007916059497,0.2694440186023712
0.0,-0.28411692,0.08072242639471838,0.2841169238090515
0.0,-0.2802148,0.07852032658979624,0.280214786529541
0.0,-0.26995796,0.07287729997944226,0.269957959651947
0.0,-0.25005373,0.06252686968093091,0.250053733587265
0.0,-0.21734506,0.04723887463606857,0.21734505891799927
0.0,-0.18139124,0.03290278164627125,0.18139123916625977
1.0842021724855044e-19,-0.14478327,0.02096219623883422,0.14478327333927155
0.0,-0.11966136,0.014318841311365738,0.1196613609790802
0.0,-0.124656945,0.015539354053161425,0.12465694546699524
0.0,-0.15091383,0.0227749854651762,0.15091383457183838
0.0,-0.16736785,0.02801199579892799,0.1673678457736969
0.0,-0.1627781,0.02649670802004267,0.1627780944108963
0.0,-0.15076873,0.022731209060538937,0.1507687270641327
0.0,-0.14559537,0.02119801226720952,0.14559537172317505
0.0,-0.14643559,0.02144338160811632,0.14643558859825134
0.0,-0.14980726,0.022442214981049924,0.14980725944042206
0.0,-0.16049182,0.02575762561902195,0.16049182415008545
0.0,-0.17429426,0.03037849015810057,0.17429426312446594
0.0,-0.18505956,0.03424704160809733,0.1850595623254776
0.0,-0.20244075,0.04098225870968997,0.2024407535791397
0.0,-0.240244,0.057717180088624254,0.24024400115013123
0.0,-0.28966153,0.08390380003858411,0.2896615266799927
0.0,-0.32828623,0.10777184917799687,0.32828623056411743
0.0,-0.35005778,0.1225404498584659,0.35005778074264526
0.0,-0.35501269,0.12603400655386654,0.3550126850605011
-1.3552527156068804e-20,-0.3452263,0.11918118981702719,0.3452262878417969
-1.3552527156068804e-20,-0.32443348,0.1052570801760675,0.32443347573280334
0.0,-0.29434136,0.08663683359419938,0.2943413555622101
0.0,-0.26290467,0.06911886751365248,0.26290467381477356
0.0,-0.23445913,0.05497108455760813,0.23445913195610046
-1.3552527156068804e-20,-0.2021053,0.04084655173769414,0.2021052986383438
0.0,-0.16992477,0.028874426040773393,0.1699247658252716
0.0,-0.15013158,0.022539492278284,0.15013158321380615
0.0,-0.14352992,0.020600838443329827,0.14352992177009583
0.0,-0.14730766,0.021699547919085127,0.14730766415596008
0.0,-0.15669078,0.024551999392574686,0.156690776348114
1.0842021724855044e-19,-0.1744634,0.0304374801047127,0.1744634062051773
0.0,-0.20006783,0.040027137827719494,0.20006783306598663
0.0,-0.22711098,0.051579398118306585,0.22711098194122314
0.0,-0.25362027,0.0643232397897151,0.2536202669143677
-1.0842021724855044e-19,-0.27598742,0.07616905406955343,0.2759874165058136
0.0,-0.2854861,0.08150231449464229,0.285486102104187
0.0,-0.28259683,0.0798609663780212,0.2825968265533447
0.0,-0.27142137,0.07366956166174887,0.2714213728904724
0.0,-0.25843504,0.0667886702679974,0.25843504071235657
0.0,-0.24803162,0.061519682640209794,0.2480316162109375
0.0,-0.23336634,0.0544598488311232,0.23336634039878845
0.0,-0.2127433,0.04525971051172939,0.21274329721927643
0.0,-0.18863127,0.035581754646885067,0.18863126635551453
0.0,-0.17029998,0.02900208218804412,0.1702999770641327
0.0,-0.16005138,0.025616442840260767,0.1600513756275177
0.0,-0.15828146,0.025053020707748397,0.15828146040439606
0.0,-0.17361678,0.03014278693327932,0.17361678183078766
0.0,-0.20610413,0.042478912218734344,0.2061041295528412
0.0,-0.23061788,0.053184606954474134,0.23061788082122803
0.0,-0.24266523,0.05888641444687792,0.24266523122787476
0.0,-0.24641164,0.06071869458868506,0.24641163647174835
0.0,-0.23654005,0.05595119492970557,0.2365400493144989
0.0,-0.20440137,0.041779921637171924,0.20440137386322021
0.0,-0.16319959,0.02663410573762648,0.16319958865642548
0.0,-0.13310874,0.01771793535580457,0.1331087350845337
0.0,-0.11161911,0.012458825142401209,0.11161910742521286
-5.421010862427522e-20,-0.09565972,0.009150781632044636,0.09565971791744232
0.0,-0.09305079,0.008658450043183885,0.09305079281330109
0.0,-0.11342314,0.012864808428148855,0.11342313885688782
0.0,-0.15045527,0.02263678713852446,0.1504552662372589
-2.710505431213761e-20,-0.1911287,0.03653018033509259,0.1911287009716034
-2.710505431213761e-20,-0.22468919,0.05048523013428863,0.22468918561935425
0.0,-0.24525465,0.06014984369587162,0.24525465071201324
0.0,-0.25913876,0.0671528984637213,0.2591387629508972
2.710505431213761e-20,-0.26901865,0.07237103407737777,0.26901865005493164
0.0,-0.2693579,0.07255367284635472,0.2693578898906708
0.0,-0.25949055,0.06733534531321439,0.2594905495643616
1.3552527156068804e-20,-0.2465861,0.0608047043517177,0.24658609926700592
-1.3552527156068804e-20,-0.23274031,0.05416805320909024,0.23274031281471252
0.0,-0.21635047,0.04680752414402267,0.2163504660129547
0.0,-0.20091233,0.040365762969508445,0.20091232657432556
0.0,-0.19240136,0.037018285040561816,0.19240136444568634
0.0,-0.18525076,0.034317843756298316,0.18525075912475586
0.0,-0.17987074,0.03235348295676865,0.17987073957920074
0.0,-0.17724933,0.0314173240290041,0.17724932730197906
0.0,-0.17123488,0.029321382730459256,0.1712348759174347
-2.710505431213761e-20,-0.16088784,0.025884896226457954,0.16088783740997314
0.0,-0.14945136,0.022335709037673235,0.1494513601064682
0.0,-0.13743119,0.018887331824801956,0.13743118941783905
0.0,-0.1252648,0.015691268524272495,0.12526479363441467
0.0,-0.11836386,0.014010002707664171,0.11836385726928711
0.0,-0.12780482,0.016334070933798017,0.12780481576919556
0.0,-0.15143098,0.02293134151328169,0.15143097937107086
0.0,-0.175754,0.03088946703129225,0.17575399577617645
0.0,-0.18733087,0.035092855537009804,0.18733087182044983
6.776263578034403e-21,-0.18660691,0.03482214027982966,0.18660691380500793
0.0,-0.17896384,0.03202805603033099,0.17896384000778198
0.0,-0.17025653,0.028987284399769386,0.17025652527809143
0.0,-0.17255718,0.029775978699010608,0.17255717515945435
0.0,-0.1934497,0.037422788689256414,0.1934497058391571
0.0,-0.21358103,0.045616854496532966,0.21358102560043335
0.0,-0.21592516,0.04662367345577323,0.2159251570701599
0.0,-0.21122767,0.04461712870540446,0.2112276703119278
0.0,-0.20742162,0.0430237266678104,0.20742161571979523
0.0,-0.19637921,0.03856479589754347,0.19637921452522278
0.0,-0.17456684,0.03047357993953259,0.1745668351650238
0.0,-0.15653434,0.024503000838330458,0.156534343957901
0.0,-0.15193376,0.023083867260887736,0.15193375945091248
0.0,-0.15229346,0.023193297526553858,0.15229345858097076
0.0,-0.14553154,0.021179427722714195,0.1455315351486206
0.0,-0.12338532,0.015223936605080424,0.12338531762361526
0.0,-0.09649902,0.009312060546586898,0.0964990183711052
0.0,-0.08539965,0.007293100226491378,0.08539965003728867
0.0,-0.071439594,0.005103615595225541,0.07143959403038025
0.0,-0.06855433,0.004699695735601361,0.06855432689189911
-8.271806125530277e-25,-0.06025502,0.003630667538460308,0.0602550208568573
0.0,-0.06587613,0.004339664014892719,0.06587612628936768
1.0587911840678754e-22,-0.0854162,0.007295926842644462,0.08541619777679443
0.0,-0.100442365,0.01008866864900626,0.10044236481189728
0.0,-0.10688257,0.011423884234545767,0.10688257217407227
0.0,-0.11254543,0.012666473962500646,0.1125454306602478
0.0,-0.11619249,0.01350069470043369,0.11619248986244202
0.0,-0.11498684,0.013221972662623926,0.1149868369102478
0.0,-0.11403523,0.013004032861163639,0.1140352264046669
0.0,-0.111340724,0.01239675680565494,0.1113407239317894
0.0,-0.1182659,0.013986822401634846,0.11826589703559875
0.0,-0.143246,0.02051941509634858,0.14324599504470825
0.0,-0.1707676,0.029161575021507957,0.17076760530471802
0.0,-0.1939616,0.03762110438084698,0.19396160542964935
0.0,-0.21156283,0.04475882986533919,0.21156282722949982
0.0,-0.22098415,0.04883399278288736,0.22098414599895477
0.0,-0.21918958,0.04804407384597553,0.2191895842552185
0.0,-0.21531564,0.04636082481684767,0.21531563997268677
0.0,-0.2170329,0.04710327729164043,0.21703289449214935
0.0,-0.22416368,0.050249355999931744,0.22416368126869202
0.0,-0.23696896,0.056154290059567735,0.2369689643383026
0.0,-0.24489467,0.059973398640080555,0.24489466845989227
0.0,-0.23525551,0.055345154804187224,0.23525550961494446
0.0,-0.20455606,0.041843182835427095,0.20455606281757355
0.0,-0.16866173,0.02844677866105294,0.16866172850131989
0.0,-0.15093425,0.022781147570300142,0.15093424916267395
0.0,-0.15809786,0.024994934347560616,0.15809786319732666
0.0,-0.17632791,0.031091533255435344,0.1763279139995575
0.0,-0.19398974,0.03763201876822131,0.19398973882198334
0.0,-0.21167468,0.04480616818258931,0.21167467534542084
0.0,-0.22678855,0.05143304669019333,0.22678855061531067
0.0,-0.23590428,0.055650827610126186,0.2359042763710022
0.0,-0.24590528,0.0604694067875613,0.24590528011322021
0.0,-0.25553104,0.0652961138417405,0.25553104281425476
0.0,-0.261231,0.0682416380735198,0.261231005191803
0.0,-0.26404405,0.06971925844032967,0.26404404640197754
0.0,-0.26299658,0.0691672032887789,0.2629965841770172
0.0,-0.26188585,0.06858419927958526,0.2618858516216278
2.1684043449710093e-19,-0.24767953,0.06134515036083954,0.24767953157424927
0.0,-0.21691139,0.04705055129557523,0.21691139042377472
0.0,-0.19893047,0.03957333274407038,0.19893047213554382
0.0,-0.20765573,0.043120901314441795,0.20765572786331177
0.0,-0.23204783,0.05384619357532561,0.23204782605171204
0.0,-0.25551417,0.0652874934725114,0.2555141746997833
0.0,-0.26974612,0.07276297181462965,0.2697461247444153
0.0,-0.2707423,0.07330139147826742,0.2707422971725464
0.0,-0.25409675,0.06456515655378325,0.25409674644470215
0.0,-0.22583574,0.05100178171710823,0.22583574056625366
0.0,-0.211731,0.044830017095593755,0.21173100173473358
0.0,-0.21427585,0.04591414068421806,0.21427585184574127
0.0,-0.21006279,0.044126374455638606,0.21006278693675995
0.0,-0.20471229,0.04190712028153265,0.20471228659152985
0.0,-0.20092405,0.04037047539067751,0.20092405378818512
-4.336808689942019e-19,-0.19012456,0.03614734695475108,0.19012455642223358
0.0,-0.17761394,0.03154671303760015,0.17761394381523132
0.0,-0.17092833,0.029216493733138726,0.17092832922935486
0.0,-0.18458238,0.03407065590743574,0.18458238244056702
0.0,-0.20411892,0.04166453446246465,0.20411892235279083
0.0,-0.2256333,0.050910383086141486,0.22563329339027405
0.0,-0.2560227,0.06554761867897696,0.25602269172668457
0.0,-0.2771463,0.07681007693275976,0.2771463096141815
0.0,-0.26399788,0.06969488201971163,0.263997882604599
0.0,-0.23565437,0.05553298162719522,0.23565436899662018
0.0,-0.22010666,0.0484469423573195,0.22010666131973267
0.0,-0.21685243,0.04702497489148527,0.21685242652893066
0.0,-0.2135042,0.045584041373686546,0.21350419521331787
0.0,-0.20293604,0.04118303567129922,0.20293603837490082
0.0,-0.1922864,0.03697406038913531,0.1922864019870758
0.0,-0.18480274,0.03415205301173874,0.18480274081230164
